Id,Predicted
5895,1.0
7122,0.7566666666666666
6173,0.8699999999999999
6142,0.9333333333333332
5358,0.7333333333333333
6095,1.0
6878,0.95
6554,0.7
6793,0.7666666666666667
7286,1.0
6076,1.0
5134,0.85
5419,0.85
6255,0.625
5656,0.7666666666666666
6934,0.55
6028,0.9400000000000001
6490,0.8666666666666666
6415,0.675
7087,1.0
5420,0.95
5977,0.95
6824,0.95
5207,0.7666666666666666
7115,0.7833333333333333
7250,1.0
6010,0.775
6088,0.8666666666666668
5682,0.9
7201,0.9
6938,0.9
6875,0.95
5953,0.825
5942,0.95
5382,0.85
6377,0.9199999999999999
5931,0.85
5992,0.8
5790,0.85
6753,0.8416666666666668
6562,0.8
7046,0.575
5868,0.8300000000000001
5784,0.6833333333333333
5878,0.8466666666666667
5110,0.95
5210,1.0
7230,1.0
5005,0.85
6871,1.0
5363,0.76
7253,0.9099999999999999
6055,1.0
5072,0.7849999999999999
6913,1.0
6386,0.9
5634,1.0
5758,0.8166666666666668
6819,0.86
7088,0.95
5039,0.75
5532,0.85
6037,1.0
6322,0.925
6887,0.95
6660,0.825
5451,0.9
6014,0.9
5556,0.5666666666666667
6346,0.9333333333333332
5850,0.7833333333333333
5940,0.8999999999999998
7119,0.9
5253,0.61
6851,0.9199999999999999
6695,0.8
6908,0.65
7255,0.7166666666666667
5674,0.7966666666666666
6278,1.0
5486,0.8
5174,0.7
6621,0.95
6313,0.7183333333333333
6435,0.7
6970,1.0
6310,0.9
5932,0.75
6877,0.95
6763,0.5666666666666667
7085,0.85
7049,0.9
6959,0.9
5214,0.95
6350,0.8166666666666668
5063,0.25
5041,0.95
5086,0.95
6942,1.0
5270,0.8666666666666666
6705,0.8166666666666667
7051,0.8266666666666665
6758,0.875
6249,0.8
5808,0.9
5377,0.8
5446,1.0
5856,0.95
4986,0.9333333333333332
7001,0.79
6677,0.8833333333333332
6665,0.95
5817,1.0
6984,0.8
6541,1.0
5117,1.0
6097,0.9
5389,0.9
7219,0.9
6338,0.95
6922,0.9
5367,0.9
5638,0.9166666666666666
5830,1.0
5338,1.0
6007,0.82
6612,0.9666666666666666
5718,1.0
6104,0.9333333333333332
5229,0.9
6625,0.5166666666666666
5206,0.9166666666666666
5963,0.65
4990,0.8583333333333332
6641,0.7666666666666666
5369,0.9
6196,0.9
5236,0.8
5719,0.7666666666666666
5643,0.7916666666666666
7050,0.7916666666666667
6355,1.0
6688,0.9099999999999999
6239,0.79
5531,0.95
6113,0.95
7181,0.86
6118,0.7233333333333334
7264,0.9
5343,1.0
5051,0.8416666666666666
5779,0.9166666666666666
6605,0.775
6655,0.8633333333333333
6534,0.49000000000000005
5681,0.7916666666666667
6607,0.95
6242,0.905
7242,1.0
7277,0.8916666666666666
6675,0.75
5398,1.0
5956,0.7466666666666667
5731,0.7
6956,1.0
6437,0.86
5447,0.49000000000000005
5973,0.735
6075,0.9
5281,0.775
5103,1.0
6468,0.7833333333333333
7209,0.9
5584,1.0
4988,0.7233333333333334
6502,0.9
5651,1.0
4962,0.9
5862,0.9
7199,1.0
6727,0.9666666666666666
7279,0.9
6544,1.0
5933,0.95
6574,0.85
6399,1.0
7187,0.975
6353,0.9
5043,0.64
5469,0.75
5976,0.7833333333333333
6059,0.8
5799,1.0
6147,0.65
6254,0.8333333333333334
7100,0.775
7147,0.7499999999999999
5909,0.9
7037,0.6366666666666667
5782,0.8666666666666666
6237,0.55
6552,1.0
7067,0.8666666666666668
5320,1.0
5930,0.6333333333333333
6486,0.925
5245,0.8166666666666667
6643,1.0
5260,0.8533333333333333
5569,0.64
7110,0.8333333333333334
7139,1.0
6791,0.6
5360,0.8166666666666668
5287,0.9
6553,0.95
7072,0.95
6044,1.0
5332,1.0
6866,0.725
6633,0.8333333333333333
6926,0.7366666666666666
6442,0.9199999999999999
5889,0.725
5765,0.9416666666666668
5124,0.8333333333333333
5491,0.4766666666666667
6730,0.7166666666666666
7151,0.8916666666666666
5140,0.8
7171,0.825
6568,0.8666666666666666
6861,0.95
6855,1.0
7129,0.75
5384,0.93
6859,1.0
5772,0.8
5665,0.8033333333333333
6495,0.825
5061,0.8800000000000001
6948,0.7083333333333333
5773,1.0
6052,1.0
6682,1.0
6083,0.9333333333333333
6962,0.85
5158,0.825
6464,0.95
5172,1.0
5582,0.9666666666666666
6136,0.8
6235,0.86
6508,0.8
4968,0.8
6632,1.0
7195,0.85
5525,0.9
6320,0.85
6766,0.9333333333333332
6872,1.0
5906,0.8699999999999999
7172,0.95
6571,0.9666666666666666
5616,1.0
6312,0.8333333333333334
6470,0.95
5147,0.7
5501,1.0
6436,0.675
5699,0.9083333333333332
5313,0.85
6234,1.0
6569,0.85
7202,1.0
5683,1.0
5034,1.0
5435,0.7333333333333333
5815,0.9333333333333332
5589,0.6166666666666667
6746,1.0
6790,0.825
6857,1.0
6450,0.8400000000000001
7221,0.8
5527,0.8
5620,0.9333333333333333
6215,0.95
7167,0.9166666666666667
5823,0.9
6207,1.0
6932,1.0
5669,0.9
