Id,Predicted
5895,0.02
5172,0.06
6207,0.03
7122,0.93
7067,0.07
6173,0.28
6705,0.18
5889,0.06
5036,0.5
6142,0.19
6938,0.07
5932,0.39
5398,0.07
6855,0.01
6632,0.02
5358,0.15
5674,0.09
5384,0.03
5589,0.16
5042,0.28
6095,0.04
7049,0.07
6075,0.95
6878,0.26
5790,0.61
5532,0.2
6118,0.08
6442,0.09
6554,0.35
5973,0.12
5043,0.11
7195,0.2
6746,0.51
6793,0.23
5940,0.14
5584,0.01
5669,0.32
7286,0.14
5992,0.02
6278,0.06
6196,0.37
6052,0.03
5354,0.26
6076,0.07
5134,0.02
6147,0.54
6237,0.79
5245,0.22
5582,0.02
6508,0.13
4968,0.14
6571,0.0
5419,0.55
6377,0.05
6562,0.07
6913,0.1
6014,0.04
5556,0.24
6346,0.36
6310,0.12
6763,0.18
7051,0.14
5117,0.14
6338,0.15
5719,0.17
7181,0.14
7264,0.27
5343,0.08
7277,0.04
6468,0.1
7037,0.04
5782,0.12
5930,0.15
6791,0.3
5332,0.07
5491,0.35
7129,0.31
6948,0.21
6962,0.28
6766,0.02
7172,0.08
5501,0.04
6234,0.06
6450,0.11
5823,0.17
5334,0.14
6821,0.2
5760,0.05
6168,0.06
5644,0.28
6255,0.79
6660,0.04
5991,0.77
5656,0.39
6322,0.43
6877,0.11
4986,0.23
5638,0.08
5206,0.19
5369,0.12
5643,0.28
5862,0.05
6934,0.09
7119,0.08
5124,0.0
4989,0.55
6028,0.2
5486,0.41
5338,0.69
6239,0.8
5287,0.0
6320,0.12
5815,0.1
5154,0.2
6490,0.14
5942,0.03
7085,0.44
6959,0.94
5086,0.04
6758,0.18
5377,0.23
6612,0.07
5447,0.93
6727,0.36
7147,0.21
5158,0.15
5147,0.33
5015,0.13
5346,0.68
6415,0.31
4990,0.04
6641,0.43
7187,0.2
5799,0.47
7110,0.05
5313,0.03
7087,0.06
5616,0.05
6357,0.15
5865,0.3
5027,0.02
5420,0.48
6235,0.1
5977,0.41
6851,0.66
5531,0.01
6824,0.98
6386,0.08
5207,0.22
6887,0.07
5051,0.09
6502,0.04
4962,0.02
6552,0.02
6044,0.09
5906,0.08
5561,0.16
7115,0.08
6605,0.03
7250,0.24
6875,0.3
5773,0.5
5365,0.14
6010,0.15
6399,0.02
6748,0.17
6088,0.54
7255,0.19
6861,0.24
5318,0.17
5682,0.06
7201,0.03
6254,0.2
7072,0.05
6312,0.1
5241,0.06
5953,0.08
5072,0.09
6970,0.06
5774,0.12
5382,0.06
5469,0.41
5772,0.07
5527,0.09
5169,0.08
5526,0.13
5931,0.78
5731,0.87
5651,0.01
5569,0.25
6402,0.11
6753,0.49
5585,0.27
7046,0.15
6486,0.01
5893,0.1
5868,0.04
5281,0.31
7100,0.03
6866,0.08
6436,0.29
5784,0.5
5174,0.21
6350,0.04
5063,0.85
6249,0.12
5808,0.12
6984,0.09
6922,0.81
5367,0.79
6625,0.6
5963,0.37
6534,0.38
6730,0.21
6054,0.4
7295,0.59
5878,0.07
6655,0.24
5956,0.03
6926,0.03
5140,0.13
5520,0.03
5110,0.04
5681,0.16
5698,0.07
5210,0.09
6059,0.15
6569,0.2
5428,0.06
7230,0.07
7221,0.15
5005,0.09
6464,0.12
5034,0.03
5304,0.01
6871,0.38
6956,0.62
6495,0.18
5363,0.93
5634,0.02
5850,0.2
6857,0.01
7035,0.02
7253,0.02
6544,0.04
7202,0.14
5683,0.11
7167,0.01
6055,0.53
7199,0.03
5758,0.49
5718,0.03
5229,0.08
5236,0.03
5360,0.05
6755,0.82
6819,0.32
5041,0.32
6104,0.24
6643,0.07
6083,0.19
5293,0.01
7088,0.05
7001,0.28
5779,0.11
6607,0.01
5103,0.0
6215,0.14
7096,0.03
5039,0.12
6136,0.13
6078,0.0
6037,0.02
6113,0.28
5976,0.3
7139,0.0
5046,0.02
5451,0.26
6856,0.8
5253,0.76
6695,0.12
6621,0.0
6435,0.07
5389,0.18
6872,0.25
6908,0.11
6942,0.01
6665,0.01
6541,0.0
6688,0.05
5368,0.17
6923,0.18
6313,0.18
5270,0.29
5446,0.09
5817,0.9
7209,0.82
6568,0.09
6682,0.7
5699,0.15
7292,0.04
5214,0.15
6437,0.64
5320,0.06
7164,0.12
5221,0.12
5856,0.87
6353,0.05
6677,0.12
6242,0.25
5061,0.07
6868,0.54
6097,0.05
7050,0.14
7171,0.06
7200,0.26
6969,0.04
7219,0.04
7242,0.1
6852,0.08
5830,0.16
6790,0.13
5265,0.82
6007,0.08
7279,0.13
5463,0.08
6355,0.1
6675,0.0
5620,0.23
4988,0.86
5765,0.17
7091,0.05
5933,0.14
6470,0.14
5841,0.02
6574,0.1
5525,0.03
5435,0.04
7168,0.06
5909,0.23
6859,0.36
6539,0.03
5226,0.15
5260,0.28
6553,0.13
6633,0.35
7151,0.03
5665,0.18
6932,0.01
7294,0.06
6321,0.42
6469,0.06
5614,0.15
4967,0.66
