Id,Predicted
5895,0.012199412
5172,0.019338397
6207,0.020318305
7122,0.98659885
7067,0.1111711
6173,0.013926232
6705,0.19464073
5889,0.0075186607
5036,0.17274244
6142,0.07631522
6938,0.028238593
5932,0.26749635
5398,0.009103524
6855,0.019789094
6632,0.018864704
5358,0.6037549
5674,0.11458725
5384,0.25631416
5589,0.7864071
5042,0.39642033
6095,0.020146698
7049,0.0056862435
6075,0.7409741
6878,0.055771943
5790,0.9249014
5532,0.25057822
6118,0.18538089
6442,0.08453467
6554,0.29349887
5973,0.07114167
5043,0.047043245
7195,0.5662738
6746,0.73668444
6793,0.038180333
5940,0.3238296
5584,0.016093848
5669,0.033078033
7286,0.045211878
5992,0.02033865
6278,0.00928564
6196,0.29469135
6052,0.021951638
5354,0.013260536
6076,0.0038056816
5134,0.025114551
6147,0.48494837
6237,0.97500575
5245,0.055481855
5582,0.012511432
6508,0.26147673
4968,0.26147673
6571,0.0039768117
5419,0.97773105
6377,0.018101068
6562,0.0201542
6913,0.21409607
6014,0.03161051
5556,0.52851117
6346,0.22502846
6310,0.11091152
6763,0.8615447
7051,0.30308577
5117,0.13093686
6338,0.014114789
5719,0.3232395
7181,0.5944819
7264,0.122082405
5343,0.017475277
7277,0.033676814
6468,0.7689965
7037,0.10258115
5782,0.6600454
5930,0.51206636
6791,0.32574162
5332,0.014172645
5491,0.8088218
7129,0.028365761
6948,0.49402595
6962,0.565808
6766,0.4903014
7172,0.06370583
5501,0.30783468
6234,0.01578448
6450,0.051992424
5823,0.2972263
5334,0.030848669
6821,0.80153644
5760,0.036206808
6168,0.23623466
5644,0.15806852
6255,0.2369854
6660,0.13492928
5991,0.9966348
5656,0.61016256
6322,0.17383832
6877,0.36794955
4986,0.027956104
5638,0.3095473
5206,0.12013215
5369,0.26342338
5643,0.66180354
5862,0.07888619
6934,0.9311335
7119,0.11958755
5124,0.1647246
4989,0.94574577
6028,0.08314828
5486,0.0554479
5338,0.9774235
6239,0.8348523
5287,0.24958447
6320,0.030894179
5815,0.046594456
5154,0.39503226
6490,0.06801776
5942,0.013254565
7085,0.5455322
6959,0.9532584
5086,0.06929254
6758,0.51731396
5377,0.14531736
6612,0.39999017
5447,0.9665385
6727,0.11344147
7147,0.2687626
5158,0.005467467
5147,0.105334766
5015,0.14721964
5346,0.5800901
6415,0.493756
4990,0.012222293
6641,0.43947157
7187,0.0054143467
5799,0.035407707
7110,0.19961181
5313,0.016536085
7087,0.009023038
5616,0.35680985
6357,0.0043356335
5865,0.11247482
5027,0.2255847
5420,0.31978133
6235,0.02994739
5977,0.095734134
6851,0.9775302
5531,0.28598273
6824,0.96133906
6386,0.17769799
5207,0.006135568
6887,0.6098608
5051,0.008175922
6502,0.016081199
4962,0.016081199
6552,0.042739343
6044,0.028533423
5906,0.022624997
5561,0.25012237
7115,0.52327156
6605,0.0431512
7250,0.0068439655
6875,0.08266686
5773,0.5991604
