Id,Predicted
5895,0.02563196735874431
7122,0.47018889658739593
6173,0.1262009369200195
6142,0.041462922515548326
5358,0.2695784136398524
6095,0.09199249442092851
6878,0.02924146379492205
6554,0.33498857796728104
6793,0.01765294088742027
7286,0.11655051651784992
6076,0.03718180903045121
5134,0.12525808603904617
5419,0.2929021065138894
6255,0.21392922968038255
5656,0.2761681160336865
6934,0.49307403056693927
6028,0.013614036741714363
6490,0.15377170592457906
6415,0.5450197626159968
7087,0.020236569534686732
5420,0.04170103882384614
5977,0.07025107258090182
6824,0.18246767410795897
5207,0.062458254750201565
7115,0.20492295170155742
7250,0.07360625712309064
6010,0.16228753978299107
6088,0.20381965985380468
5682,0.3269839753895642
7201,0.2710672886042909
6938,0.1345601318180676
6875,0.05960206521240602
5953,0.5289197871818302
5942,0.11593982531046919
5382,0.026404338117714456
6377,0.08610601114963949
5931,0.09205943930583448
5992,0.09422182440797745
5790,0.13349861578933375
6753,0.28369663765421604
6562,0.02980191379759236
7046,0.33721716193752294
5868,0.07658464691772686
5784,0.1418156838520397
5878,0.0629091951011182
5110,0.10584997215010684
5210,0.20272824186155008
7230,0.01820963744373351
5005,0.07112492187815606
6871,0.037848080996890146
5363,0.12220970972523423
7253,0.17222747678183153
6055,0.14321913492634417
5072,0.8102267918235925
6913,0.029065273388552162
6386,0.22888023570532906
5634,0.04340173509176152
5758,0.141605971974797
6819,0.038387340018875185
7088,0.05211642436057922
5039,0.27509849954643434
5532,0.2925247787838443
6037,0.042332008757589135
6322,0.05634779913741378
6887,0.13558231604224846
6660,0.4767647231436465
5451,0.08561661802466959
6014,0.1531851822654938
5556,0.18727174628560114
6346,0.18104665440429576
5850,0.1648664480743519
5940,0.06323827736132209
7119,0.3160907938795048
5253,0.09683508405122297
6851,0.11702071263366247
6695,0.13893162075140486
6908,0.2540737532819732
7255,0.33257005968398745
5674,0.05495229240035756
6278,0.042954744964729966
5486,0.38352413751421105
5174,0.3993700095950126
6621,0.07877779219455763
6313,0.04519489084094857
6435,0.31474494043439044
6970,0.11978951531988082
6310,0.05115554917862304
5932,0.12218095681219653
6877,0.05210834426245964
6763,0.15293118799025654
7085,0.09616390180145179
7049,0.1283532107586641
6959,0.05882933656146953
5214,0.11827464847846646
6350,0.045307626208203104
5063,0.6368584788322821
5041,0.03693763837186746
