Id,Predicted
5895,0.02
5172,0.08
6207,0.05
7122,0.84
7067,0.18
6173,0.19
6705,0.39
5889,0.08
5036,0.46
6142,0.02
6938,0.04
5932,0.65
5398,0.08
6855,0.05
6632,0.17
5358,0.57
5674,0.13
5384,0.07
5589,0.47
5042,0.1
6095,0.0
7049,0.07
6075,0.77
6878,0.33
5790,0.64
5532,0.11
6118,0.24
6442,0.12
6554,0.07
5973,0.03
5043,0.09
7195,0.38
6746,0.5
6793,0.27
5940,0.16
5584,0.0
5669,0.12
7286,0.15
5992,0.04
6278,0.14
6196,0.57
6052,0.15
5354,0.06
6076,0.13
5134,0.34
6147,0.51
6237,0.75
5245,0.14
5582,0.0
6508,0.39
4968,0.33
6571,0.0
5419,0.8
6377,0.04
6562,0.16
6913,0.26
6014,0.04
5556,0.5
6346,0.22
6310,0.48
6763,0.71
7051,0.08
5117,0.05
6338,0.16
5719,0.42
7181,0.23
7264,0.4
5343,0.04
7277,0.09
6468,0.27
7037,0.12
5782,0.66
5930,0.43
6791,0.12
5332,0.05
5491,0.15
7129,0.01
6948,0.51
6962,0.18
6766,0.11
7172,0.13
5501,0.13
6234,0.0
6450,0.06
5823,0.06
5334,0.17
6821,0.16
5760,0.03
6168,0.08
5644,0.16
6255,0.63
6660,0.13
5991,0.99
5656,0.35
6322,0.27
6877,0.07
4986,0.04
5638,0.35
5206,0.24
5369,0.04
5643,0.38
5862,0.03
6934,0.29
7119,0.26
5124,0.26
4989,0.75
6028,0.14
5486,0.32
5338,0.87
6239,0.72
5287,0.06
6320,0.14
5815,0.2
5154,0.27
6490,0.25
5942,0.01
7085,0.51
6959,0.88
5086,0.28
6758,0.22
5377,0.1
6612,0.11
5447,0.77
6727,0.44
7147,0.48
5158,0.19
5147,0.19
5015,0.43
5346,0.7
6415,0.07
4990,0.01
6641,0.29
7187,0.08
5799,0.22
7110,0.19
5313,0.12
7087,0.03
5616,0.13
6357,0.02
5865,0.3
5027,0.18
5420,0.3
6235,0.05
5977,0.19
6851,0.96
5531,0.07
6824,0.84
6386,0.09
5207,0.13
6887,0.18
5051,0.01
6502,0.01
4962,0.01
6552,0.02
6044,0.04
5906,0.33
5561,0.22
7115,0.26
6605,0.33
7250,0.04
6875,0.18
5773,0.47
5365,0.68
6010,0.43
6399,0.03
6748,0.81
6088,0.65
7255,0.39
6861,0.46
5318,0.18
5682,0.19
7201,0.18
6254,0.59
7072,0.08
6312,0.03
5241,0.4
5953,0.19
5072,0.31
6970,0.21
5774,0.19
5382,0.09
5469,0.41
5772,0.03
5527,0.09
5169,0.02
5526,0.0
5931,0.5
5731,0.78
5651,0.01
5569,0.58
6402,0.01
6753,0.49
5585,0.13
7046,0.15
6486,0.07
5893,0.41
5868,0.06
5281,0.22
7100,0.18
6866,0.41
6436,0.49
5784,0.33
5174,0.18
6350,0.18
5063,0.8
6249,0.2
5808,0.01
6984,0.15
6922,0.65
5367,0.65
6625,0.58
5963,0.53
6534,0.54
6730,0.53
6054,0.07
7295,0.62
5878,0.04
6655,0.22
5956,0.27
6926,0.0
5140,0.44
5520,0.0
5110,0.15
5681,0.04
5698,0.13
5210,0.08
6059,0.33
6569,0.22
5428,0.08
7230,0.03
7221,0.31
5005,0.04
6464,0.25
5034,0.03
5304,0.07
6871,0.11
6956,0.75
6495,0.43
5363,0.82
5634,0.03
5850,0.24
6857,0.01
7035,0.08
7253,0.11
6544,0.05
7202,0.07
5683,0.08
7167,0.16
6055,0.74
7199,0.01
5758,0.58
5718,0.03
5229,0.05
5236,0.22
5360,0.02
6755,0.85
6819,0.35
5041,0.08
6104,0.22
6643,0.01
6083,0.59
5293,0.04
7088,0.01
7001,0.16
5779,0.27
6607,0.0
5103,0.01
6215,0.04
7096,0.05
5039,0.22
6136,0.25
6078,0.03
6037,0.01
6113,0.25
5976,0.19
7139,0.0
5046,0.12
5451,0.4
6856,0.77
5253,0.84
6695,0.03
6621,0.01
6435,0.16
5389,0.24
6872,0.53
6908,0.18
6942,0.0
6665,0.04
6541,0.02
6688,0.25
5368,0.11
6923,0.12
6313,0.08
5270,0.05
5446,0.47
5817,0.72
7209,0.75
6568,0.43
6682,0.88
5699,0.26
7292,0.02
5214,0.51
6437,0.57
5320,0.17
7164,0.28
5221,0.17
5856,0.79
6353,0.1
6677,0.2
6242,0.13
5061,0.3
6868,0.56
6097,0.02
7050,0.24
7171,0.15
7200,0.19
6969,0.02
7219,0.06
7242,0.19
6852,0.14
5830,0.05
6790,0.22
5265,0.33
6007,0.16
7279,0.23
5463,0.13
6355,0.62
6675,0.02
5620,0.17
4988,0.63
5765,0.11
7091,0.28
5933,0.04
6470,0.19
5841,0.12
6574,0.48
5525,0.02
5435,0.07
7168,0.05
5909,0.1
6859,0.55
6539,0.11
5226,0.64
5260,0.28
6553,0.15
6633,0.17
7151,0.0
5665,0.07
6932,0.0
7294,0.15
6321,0.45
6469,0.12
5614,0.25
4967,0.73
