Id,Predicted
5895,0.06300000000000001
5172,0.094
6207,0.13199999999999998
7122,0.842
7067,0.225
6173,0.211
6705,0.29700000000000004
5889,0.072
5036,0.28600000000000003
6142,0.05
6938,0.09100000000000001
5932,0.3529999999999999
5398,0.085
6855,0.042
6632,0.06200000000000001
5358,0.45499999999999996
5674,0.10800000000000001
5384,0.078
5589,0.697
5042,0.10100000000000002
6095,0.05600000000000001
7049,0.076
6075,0.69
6878,0.21799999999999997
5790,0.5800000000000001
5532,0.10600000000000001
6118,0.288
6442,0.16999999999999998
6554,0.18
5973,0.152
5043,0.05700000000000001
7195,0.5529999999999999
6746,0.535
6793,0.21799999999999997
5940,0.366
5584,0.052000000000000005
5669,0.088
7286,0.14200000000000004
5992,0.09599999999999999
6278,0.06999999999999999
6196,0.4580000000000001
6052,0.15700000000000003
5354,0.11600000000000002
6076,0.091
5134,0.13
6147,0.47400000000000003
6237,0.7449999999999999
5245,0.144
5582,0.031
6508,0.434
4968,0.41500000000000004
6571,0.061
5419,0.8860000000000001
6377,0.07699999999999999
6562,0.053000000000000005
6913,0.386
6014,0.051000000000000004
5556,0.45100000000000007
6346,0.26399999999999996
6310,0.248
6763,0.5720000000000001
7051,0.20700000000000002
5117,0.16399999999999998
6338,0.07999999999999999
5719,0.36500000000000005
7181,0.438
7264,0.309
5343,0.051000000000000004
7277,0.06300000000000001
6468,0.5809999999999998
7037,0.144
5782,0.7
5930,0.557
6791,0.175
5332,0.06400000000000002
5491,0.20099999999999998
7129,0.06100000000000001
6948,0.657
6962,0.24400000000000005
6766,0.396
7172,0.09599999999999999
5501,0.2820000000000001
6234,0.05700000000000001
6450,0.1
5823,0.14299999999999996
5334,0.189
6821,0.296
5760,0.043000000000000003
6168,0.15699999999999997
5644,0.125
6255,0.72
6660,0.382
5991,0.9469999999999998
5656,0.7580000000000001
6322,0.308
6877,0.20999999999999996
4986,0.06599999999999999
5638,0.45099999999999996
5206,0.30300000000000005
5369,0.13999999999999999
5643,0.501
5862,0.10700000000000001
6934,0.306
7119,0.13999999999999999
5124,0.315
4989,0.85
6028,0.14700000000000002
5486,0.31399999999999995
5338,0.766
6239,0.658
5287,0.13800000000000004
6320,0.092
5815,0.189
5154,0.32
6490,0.24700000000000003
5942,0.043
7085,0.30899999999999994
