Id,Predicted
5895,0.0092297895
5172,0.013343592
6207,0.012144768
7122,0.98341435
7067,0.0322081
6173,0.03480829
6705,0.44084108
5889,0.07632681
5036,0.9148326
6142,0.019234793
6938,0.11833859
5932,0.8911881
5398,0.025218127
6855,0.0067737503
6632,0.07694243
5358,0.11348314
5674,0.043559436
5384,0.043744307
5589,0.13812435
5042,0.12330767
6095,0.0092297895
7049,0.017475482
6075,0.9730228
6878,0.48897395
5790,0.5386608
5532,0.07247946
6118,0.1457061
6442,0.07909442
6554,0.0990975
5973,0.025970465
5043,0.18631531
7195,0.2851736
6746,0.76817065
6793,0.037395872
5940,0.023602063
5584,0.007184524
5669,0.07227579
7286,0.035653975
5992,0.012048766
6278,0.0550588
6196,0.088331304
6052,0.019219916
5354,0.07689657
6076,0.016944738
5134,0.048875645
6147,0.5514759
6237,0.98882604
5245,0.064054996
5582,0.008185088
6508,0.0889644
4968,0.06130395
6571,0.012761591
5419,0.9702739
6377,0.017400807
6562,0.04395277
6913,0.042664144
6014,0.0069213933
5556,0.620293
6346,0.17248172
6310,0.41646677
6763,0.1535145
7051,0.040144768
5117,0.050632093
6338,0.45248502
5719,0.14403781
7181,0.0597411
7264,0.16254112
5343,0.015627224
7277,0.014282826
6468,0.13034222
7037,0.030900724
5782,0.26645777
5930,0.27414608
6791,0.4307024
5332,0.021324206
5491,0.15175137
7129,0.014638377
6948,0.8375399
6962,0.07726062
6766,0.01634537
7172,0.022572668
5501,0.030710446
6234,0.014943211
6450,0.023996871
5823,0.02357904
5334,0.1770221
6821,0.11724152
5760,0.024696896
6168,0.012805068
5644,0.2770831
6255,0.93490624
6660,0.04608457
5991,0.9584064
5656,0.24196234
6322,0.10734526
6877,0.044363305
4986,0.030809611
5638,0.08479521
5206,0.053388197
5369,0.03473739
5643,0.12089503
5862,0.041893
6934,0.08145903
7119,0.12280752
5124,0.07113784
4989,0.8795321
6028,0.50471884
5486,0.51804984
5338,0.89926827
6239,0.96001434
5287,0.012684779
6320,0.10840851
5815,0.28738374
5154,0.22475085
6490,0.16643763
5942,0.012144768
7085,0.6419198
6959,0.97794616
5086,0.041469615
6758,0.09892605
5377,0.2735361
6612,0.11397466
5447,0.98341435
6727,0.3168725
7147,0.6588757
5158,0.095779516
5147,0.07284182
5015,0.29175413
5346,0.2586901
6415,0.072114915
4990,0.009599664
6641,0.1538317
7187,0.013213697
5799,0.018696755
7110,0.034316305
5313,0.040264882
7087,0.015436296
5616,0.053291056
6357,0.013376358
5865,0.11195329
5027,0.018576095
5420,0.22440647
6235,0.029744849
5977,0.28462508
6851,0.9801738
5531,0.039603166
6824,0.98384017
6386,0.043110486
5207,0.015272131
6887,0.049722765
5051,0.05990165
6502,0.031176643
4962,0.031176643
6552,0.011807093
6044,0.015202806
5906,0.13383316
5561,0.14240241
7115,0.081531785
6605,0.12109003
7250,0.040609438
6875,0.1155182
5773,0.6681547
5365,0.14408949
6010,0.2124263
6399,0.007184524
6748,0.30976024
6088,0.877841
7255,0.70234245
6861,0.09917315
5318,0.34235004
5682,0.022837475
7201,0.022837475
6254,0.41751269
7072,0.023735488
6312,0.013343592
5241,0.051806886
5953,0.030203525
5072,0.035746105
6970,0.010686098
5774,0.042461537
5382,0.014324718
5469,0.75798255
5772,0.03600253
5527,0.016431268
5169,0.027209703
5526,0.02258608
5931,0.9579614
5731,0.9469349
5651,0.0066948705
5569,0.6237344
6402,0.01242406
6753,0.4294641
5585,0.14402062
7046,0.1393148
6486,0.040442877
5893,0.056000415
5868,0.047660064
5281,0.32528725
7100,0.095881894
6866,0.023498135
6436,0.24336487
5784,0.65883255
5174,0.15349959
6350,0.07034349
5063,0.97024876
6249,0.40906334
5808,0.014102451
6984,0.027380884
6922,0.46508604
5367,0.46508604
6625,0.85467243
5963,0.20116246
6534,0.5339673
6730,0.08084303
6054,0.0761013
7295,0.47406211
5878,0.032666292
6655,0.09814548
5956,0.08296969
6926,0.021597466
5140,0.15465245
5520,0.017382057
5110,0.030832885
5681,0.044199355
5698,0.023959069
5210,0.038196016
6059,0.04106697
6569,0.025833499
5428,0.07549547
7230,0.012401222
7221,0.11021562
5005,0.028491717
