Id,Predicted
5895,0.0124439625
5172,0.06432797
6207,0.02545334
7122,0.988184
7067,0.09973985
6173,0.0951422
6705,0.24355826
5889,0.021451952
5036,0.26772434
6142,0.008040885
6938,0.04587767
5932,0.41140327
5398,0.01254003
6855,0.01666647
6632,0.02525881
5358,0.55613905
5674,0.049122524
5384,0.092177875
5589,0.92530787
5042,0.012624729
6095,0.01594172
7049,0.018160906
6075,0.9512449
6878,0.2189499
5790,0.91397154
5532,0.10905505
6118,0.15551312
6442,0.17454188
6554,0.039254535
5973,0.04871398
5043,0.011072203
7195,0.5639587
6746,0.7295916
6793,0.066556625
5940,0.13965254
5584,0.017421667
5669,0.03097805
7286,0.54748344
5992,0.031029694
6278,0.019139348
6196,0.132525
6052,0.07923838
5354,0.020370143
6076,0.02082277
5134,0.33088186
6147,0.72430176
6237,0.9692085
5245,0.033806134
5582,0.008040885
6508,0.29638788
4968,0.30164537
6571,0.021243168
5419,0.9666226
6377,0.016134765
6562,0.015751408
6913,0.1338721
6014,0.007928293
5556,0.57924885
6346,0.5303263
6310,0.13716526
6763,0.92764693
7051,0.033880584
5117,0.045521196
6338,0.020190295
5719,0.29458252
7181,0.63826597
7264,0.12088245
5343,0.024119494
7277,0.03136517
6468,0.22658093
7037,0.031214667
5782,0.8762128
5930,0.4118168
6791,0.015103189
5332,0.017421667
5491,0.12615463
7129,0.03655211
6948,0.62717867
6962,0.057352744
6766,0.19863863
7172,0.082365274
5501,0.024974694
6234,0.013603677
6450,0.022578044
5823,0.015839733
5334,0.03956305
6821,0.13701804
5760,0.0333232
6168,0.019339904
5644,0.08353549
6255,0.37744522
6660,0.45909148
5991,0.9856836
5656,0.49183005
6322,0.12235994
6877,0.025703724
4986,0.009752811
5638,0.8398679
5206,0.14878635
5369,0.055864625
5643,0.71329516
5862,0.028984305
6934,0.4357588
7119,0.07901235
5124,0.033109866
4989,0.9399868
6028,0.03671057
5486,0.054496903
5338,0.98335916
6239,0.8046129
5287,0.08427688
6320,0.046806734
5815,0.05418751
5154,0.50247693
6490,0.111272655
