amount,duration,payments,same_district,frequency,gender,region,nr_inhabitants,nr_municip_inhabitants_499,nr_municip_inhabitants_500_1999,nr_municip_inhabitants_2000_9999,nr_municip_inhabitants_10000,nr_cities,ratio_urban_inhabitants,average_salary,ratio_entrepeneurs,avg_crimes,avg_unemployment,criminality_growth,unemployment_growth,avg_amount_credit,avg_amount_withdrawal,avg_amount_total,num_credits,num_withdrawals,avg_balance,num_trans,days_between,loan_status
0.17134502923976608,0.0,0.8232657417289221,1.0,1.0,0.0,1.0,0.044737602957323264,0.09933774834437085,0.18571428571428572,0.4,0.4,0.9,0.7246596066565809,0.34755134281200606,0.2209302325581396,0.25486531887410063,0.395131086142322,0.7274781443986754,0.14301430143014293,0.10013096370425442,0.9999999999999999,0.8954049124872254,0.0,0.0,0.0,0.0,0.0,0.0
0.301731893837157,0.5,0.45795090715048026,1.0,0.5,1.0,0.2857142857142857,0.06013774683082472,0.31788079470198677,0.2857142857142857,0.35000000000000003,0.6000000000000001,0.9,0.5990922844175492,0.05845181674565558,0.41860465116279066,0.15388540025745173,0.21098626716604235,0.723619398975337,0.19361936193619353,0.44960316402920664,0.7002704760803138,0.24831558463687947,0.16250000000000003,0.14184397163120566,0.6225723415917729,0.17187499999999997,0.07275803722504229,1.0
0.07878992352676563,0.0,0.3840981856990395,0.0,0.0,0.0,0.2857142857142857,0.06013774683082472,0.31788079470198677,0.2857142857142857,0.35000000000000003,0.6000000000000001,0.9,0.5990922844175492,0.05845181674565558,0.41860465116279066,0.15388540025745173,0.21098626716604235,0.723619398975337,0.19361936193619353,0.42936659380272557,0.6155475550157601,0.24622340361997896,0.22500000000000003,0.14184397163120566,0.7522671911757254,0.19791666666666666,0.2267343485617597,1.0
0.12067026540710751,0.75,0.12017075773746,0.0,0.5,1.0,0.2857142857142857,0.06013774683082472,0.31788079470198677,0.2857142857142857,0.35000000000000003,0.6000000000000001,0.9,0.5990922844175492,0.05845181674565558,0.41860465116279066,0.15388540025745173,0.21098626716604235,0.723619398975337,0.19361936193619353,0.16478220532454943,0.8809535675413936,0.08442007856602798,0.3375,0.3333333333333333,0.3377023222653722,0.3854166666666667,0.583756345177665,1.0
0.22885739991003148,1.0,0.1919957310565635,1.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.1973147827736536,0.2777777777777777,0.7785826552884706,0.21342134213421338,0.09950314823240713,0.7943041940179095,0.14691001458290254,0.1375,0.06382978723404255,0.2783714070839389,0.10416666666666667,0.10998307952622674,1.0
0.13074673864147549,0.5,0.18751334044823906,1.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.1973147827736536,0.2777777777777777,0.7785826552884706,0.21342134213421338,0.35383426430742326,0.7878597274738254,0.08450444876897018,0.275,0.2907801418439716,0.4010927686194127,0.328125,0.4974619289340102,1.0
0.10312640575798471,1.0,0.07267876200640341,0.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.1973147827736536,0.2777777777777777,0.7785826552884706,0.21342134213421338,0.051414008077357326,0.9365216464584533,0.017721456533621532,0.55,0.6312056737588653,0.19369741906250146,0.6927083333333333,0.9357021996615904,1.0
0.3730319388214125,1.0,0.32881536819637136,1.0,0.5,1.0,0.2857142857142857,0.030199667507649727,0.5629139072847682,0.2714285714285714,0.30000000000000004,0.2,0.4,0.29652042360060527,0.06319115323854652,0.5930232558139535,0.1973147827736536,0.2777777777777777,0.7785826552884706,0.21342134213421338,0.3364845721440475,0.8048991980181794,0.10031968767979152,0.2625,0.2836879432624113,0.399473581482383,0.3177083333333333,0.4416243654822335,1.0
0.18897885739991002,0.5,0.27961579509071505,0.0,0.5,0.0,0.7142857142857142,0.11604963979995386,0.45695364238410596,0.3857142857142857,0.5,0.2,0.8,0.6187594553706506,0.43669600541638465,0.6279069767441862,0.34800454151881915,0.1504369538077403,0.7310273399183035,0.14301430143014293,0.27406600648102963,0.7581682619550234,0.24127031266043394,0.1125,0.0851063829787234,0.4539895927693124,0.10937499999999999,0.13536379018612518,1.0
0.2100089968511021,0.25,0.4863393810032017,1.0,0.5,1.0,0.7142857142857142,0.11604963979995386,0.45695364238410596,0.3857142857142857,0.5,0.2,0.8,0.6187594553706506,0.43669600541638465,0.6279069767441862,0.34800454151881915,0.1504369538077403,0.7310273399183035,0.14301430143014293,0.43445641022434756,0.450083379119555,0.7283137770430271,0.0625,0.028368794326241134,0.4982779720546229,0.046875,0.05414551607445006,1.0
