amount,duration,payments,loan_status,age,avg_amount,avg_balance,num_trans,days_between,frequency_monthly issuance,frequency_weekly issuance,gender_M
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.17134502923976608,0.0,0.8232657417289221,1,0.7391304347826088,0.1475111131082116,0.0,0.0,0.003574346405228756,0,1,0
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.301731893837157,0.5,0.45795090715048026,0,0.28260869565217395,0.4038370511685765,0.6225723415917729,0.17187499999999997,0.009446486928104573,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.22885739991003148,1.0,0.1919957310565635,0,0.9782608695652174,0.16430353131738137,0.2783714070839389,0.10416666666666667,0.010569852941176468,1,0,1
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.18897885739991002,0.5,0.27961579509071505,0,0.891304347826087,0.2856334683685841,0.4539895927693124,0.10937499999999999,0.01838235294117647,1,0,0
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.5056230319388215,1.0,0.45464247598719315,0,0.06521739130434778,0.7431582789519786,0.7023494105431741,0.11979166666666667,0.01935253267973856,0,1,1
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.1553081421502474,0.25,0.3565635005336179,0,0.021739130434782594,0.33885501502943416,0.5324650715819462,0.06770833333333333,0.00449346405228758,1,0,0
0.08960863697705802,0.0,0.43543223052294555,0,0.17391304347826086,0.09145475180066837,0.15548233150557242,0.20312499999999997,0.02491830065359477,1,0,1
0.08960863697705802,0.0,0.43543223052294555,0,0.17391304347826086,0.09145475180066837,0.15548233150557242,0.20312499999999997,0.02491830065359477,1,0,1
0.08960863697705802,0.0,0.43543223052294555,0,0.17391304347826086,0.09145475180066837,0.15548233150557242,0.20312499999999997,0.02491830065359477,1,0,1
0.08960863697705802,0.0,0.43543223052294555,0,0.17391304347826086,0.09145475180066837,0.15548233150557242,0.20312499999999997,0.02491830065359477,1,0,1
